x_err	y_err	z_err
0.1497117455083878	0.11087855231656189	0.20608963801593647
0.35934002671997006	0.10529605159185314	0.3301630670277299
0.7699199467716942	0.1743693699889665	0.4981150313928346
0.17546939893780672	0.09896429367015869	0.28349827742889777
0.7778628058021928	0.1315543167037425	0.35968033270229116
0.6004226294795565	0.2281252410601666	1.4372060117634606
0.24478097497079115	0.10103468662667499	0.3634118122086422
0.690609981673623	0.19857776192870244	0.9661318443129991
0.6996228433248933	0.17563540774617592	0.30790010613093555
0.71135709814761	0.7410703673238905	0.4560849018743615
0.1678752308018118	0.09876358884819038	0.23393503009776573
0.6097462120048015	0.3610900452365651	1.097206484707117
0.28946108604344606	0.08888355487598688	0.2801284653324594
0.19489023950857084	0.10759338851079414	0.2092823118422235
0.15708424713826807	0.1010819784293945	0.22556160871673125
0.16793379790436178	0.11766143046897873	0.27988512810000576
0.20403968276259937	0.11245759975330032	0.4148617244208115
0.26069968394832854	0.08877507067529332	0.3581197652347048
0.3358198843855368	0.15985726676665457	0.8394187979160174
0.1920337458938334	0.09441470059385235	0.2307310651446741
0.38976769350540935	0.23135794978314772	0.3225373962101441
0.39828035820832985	0.13645395033029833	0.7955256560215869
0.49267908462066984	0.15948820009636958	0.24352326174910727
0.4650871392440045	0.22183139624827733	0.3547437400714628
0.18299318344460289	0.1343739384833515	0.3416141396726115
0.19893298211759608	0.12463477605966711	0.28859451154035926
0.8138095016639058	0.19119277086816305	0.5107705041283888
0.3186129086579682	0.24075067418275342	0.32205365581064505
0.30259899231238924	0.11506644080799497	0.3870685881702215
0.6080942622814681	0.12496697801539758	0.36319171493107394
0.8338515646078153	0.24055081198042322	0.3295417313158977
0.3482330641232092	0.1649457393915711	0.7578214404910024
0.18035818829404787	0.08311721699616754	0.2913584485699048
1.306807144703131	1.601715423697505	4.673750663015616
0.593214769450489	0.17265147966847874	1.0192819568085436
0.2442699508501007	0.13863894180164718	0.5120620834695746
0.23634629822953712	0.09566005544906322	0.3661139273389894
0.3040943525373232	0.15082532875276344	0.4789825304308156
0.1455956251095724	0.0867695172570146	0.3251932193748871
0.13615843675038813	0.09396276140853084	0.16552585373420772
1.032153613136848	0.5399516239114758	1.8434879540377187
0.24469667270026782	0.21047017715061628	0.2556634482222192
0.3673449551019769	0.5392068659671995	0.5043067865714176
0.5601916917197847	0.1492083793059861	0.4416867310483785
0.2088308787367238	0.16339125933900941	0.38113890397211136
0.13829694640854226	0.07810229157764072	0.2573090662719999
0.16389955660212877	0.12157396867557223	0.701126229428749
0.1459475273941404	0.0919169625508482	0.549764239358157
0.14298293204393456	0.08381425675564257	0.18065466151667012
0.5660953589609004	0.8033336129285147	4.3974903984752425
0.4770864088228116	0.140620632213472	0.34514664412730106
0.15068786354838368	0.1041254228990483	0.1883189335425967
0.35736191429417324	0.18367119552360833	0.2653260651038024
1.3279130420478107	0.5223193486459033	0.835022939089847
0.15386623209858974	0.10114521465817643	0.25439698010749656
0.13405436916623495	0.10082828481141481	0.24866963094196742
0.1948936681101085	0.12143128875627744	0.3053074557074643
0.6000758377198052	0.25533693197911345	0.45454540776665925
0.24566449462530424	0.10122689209163556	0.3240947453482427
1.1636040944394361	1.0323291661708611	1.6327222441329146
0.15937771332060538	0.1210511331264741	0.20388107501272737
0.0	0.6493937468657023	1.2947191122598536
0.12218424881030371	0.14156921460267483	0.4830753944286044
0.28064199608008833	0.2077598024870808	0.3404691920829429
0.45463684282352745	1.6003486823233426	3.16638317584081
0.1713578438941658	0.11493005105282973	0.23237799966201683
0.48470538921264095	0.2712605450984419	0.5506073544612349
0.14460154318849772	0.11078750474275875	0.422213629758974
0.3244370521798168	0.15528245817433334	0.2877497279032185
0.2643427747287946	0.20816590271464838	0.46444380482331565
0.12625443940357742	0.10989814946903864	0.23163810905393176
0.31652172790248445	0.6225279046634683	0.15387953245167638
0.1623433082805005	0.10684042331947576	0.9475529281231684
0.4585275257394034	0.26613841901657687	0.5895978655665179
0.27177223232584863	0.21435882626455174	0.287491861509762
0.19086596249684465	0.08424926551829379	0.43694321124755964
0.1369682071878069	0.11224837784714162	0.19895488675499606
0.15939357912602892	0.18477005575987251	0.4025635202852511
0.22335702069053487	0.12472510480876627	0.3579253811884231
0.23488698098238106	0.1505951944866952	0.37114171720086675
0.34378164962892616	0.16583421189797315	0.30935527237869315
0.17158637922955627	0.09560460886704174	0.1997660038965136
0.152130789589191	0.08686040786960245	0.19758007725643192
0.31744402484372247	0.14525699425169983	0.17080685874845994
0.15136982319880196	0.09972243484999722	0.21756515443718358
0.15468027237763785	0.1083214354766712	0.7472055803660773
0.15952900576245926	0.10739507541516624	0.5385285052458766
0.17791814526312152	0.11034452293820995	2.824980041028947
0.179120813514246	0.1384943946962343	0.3987222547545892
0.1917530439188939	0.24149699693906568	0.5417173933276809
0.20160589547868132	0.1003171714180724	0.2048318151949809
0.1559836345133338	0.13708793041690637	0.6153753425959874
0.5205062589933006	0.31871372108841395	0.31721611029755625
0.2267476259563625	0.19216431170773898	0.20846209947959687
0.36745217347085846	0.21852237333295646	0.5457893839539083
0.26202213196393476	0.11705468419160366	0.5915349655612467
0.2676762602639795	0.12074048796267334	0.3134845335291746
0.25703976305412174	0.10054631098439651	0.23794323371316223
0.19593562405030712	0.36380142244277164	0.22504345410368473
0.2632001274460186	0.1026946012933242	0.7044356453882958
0.5990406982867644	0.3508411240724855	0.9161414598673187
0.15473213385162257	0.08811005502734898	0.17704166688944398
0.25020862238399644	0.12350251769068653	0.43738193775211626
1.552112431455362	0.6043830152897613	3.7641617201340054
0.9650700068509352	0.3102010224308768	0.35107981779809444
0.16479015213802473	0.13919922994213102	0.45117972993805455
0.3529866993782844	0.16510779016066046	0.6707566186010014
0.42583771306838164	0.7625823813838443	0.32580046253705897
